X,Y,Z
4350,5450,3100
4400,5450,3100
4450,5450,3100
4500,5450,3100
4550,5450,3100
4600,5450,3100
4650,5450,3100
4350,5500,3100
4400,5500,3100
4450,5500,3100
4500,5500,3100
4550,5500,3100
4600,5500,3100
4350,5550,3100
4400,5550,3100
4450,5550,3100
4500,5550,3100
4550,5550,3100
4600,5550,3100
4400,5600,3100
4450,5600,3100
4500,5600,3100
4750,4850,3075
4800,4850,3075
4400,4900,3075
4450,4900,3075
4500,4900,3075
4550,4900,3075
4600,4900,3075
4650,4900,3075
4700,4900,3075
4750,4900,3075
4800,4900,3075
4400,4950,3075
4450,4950,3075
4500,4950,3075
4550,4950,3075
4600,4950,3075
4650,4950,3075
4700,4950,3075
4750,4950,3075
4800,4950,3075
4400,5000,3075
4450,5000,3075
4500,5000,3075
4550,5000,3075
4600,5000,3075
4650,5000,3075
4700,5000,3075
4750,5000,3075
4800,5000,3075
4400,5050,3075
4450,5050,3075
4500,5050,3075
4550,5050,3075
4600,5050,3075
4650,5050,3075
4700,5050,3075
4750,5050,3075
4800,5050,3075
4400,5100,3075
4450,5100,3075
4500,5100,3075
4550,5100,3075
4600,5100,3075
4650,5100,3075
4700,5100,3075
4750,5100,3075
4800,5100,3075
4400,5150,3075
4450,5150,3075
4500,5150,3075
4550,5150,3075
4600,5150,3075
4650,5150,3075
4700,5150,3075
4750,5150,3075
4800,5150,3075
4400,5200,3075
4450,5200,3075
4500,5200,3075
4550,5200,3075
4600,5200,3075
4650,5200,3075
4700,5200,3075
4750,5200,3075
4800,5200,3075
4400,5250,3075
4450,5250,3075
4500,5250,3075
4550,5250,3075
4600,5250,3075
4650,5250,3075
4700,5250,3075
4750,5250,3075
4400,5300,3075
4450,5300,3075
4500,5300,3075
4550,5300,3075
4600,5300,3075
4650,5300,3075
4700,5300,3075
4750,5300,3075
4400,5350,3075
4450,5350,3075
4500,5350,3075
4550,5350,3075
4600,5350,3075
4650,5350,3075
4700,5350,3075
4400,5400,3075
4450,5400,3075
4500,5400,3075
4550,5400,3075
4600,5400,3075
4650,5400,3075
4700,5400,3075
4400,5450,3075
4450,5450,3075
4500,5450,3075
4550,5450,3075
4600,5450,3075
4650,5450,3075
4400,5500,3075
4450,5500,3075
4500,5500,3075
4550,5500,3075
4600,5500,3075
4650,5500,3075
4350,5550,3075
4400,5550,3075
4450,5550,3075
4500,5550,3075
4550,5550,3075
4600,5550,3075
4350,5600,3075
4400,5600,3075
4450,5600,3075
4500,5600,3075
4550,5600,3075
4350,5650,3075
4400,5650,3075
4450,5650,3075
4500,5650,3075
4350,5700,3075
4400,5700,3075
4700,4900,3050
4750,4900,3050
4800,4900,3050
4450,4950,3050
4500,4950,3050
4550,4950,3050
4600,4950,3050
4650,4950,3050
4700,4950,3050
4750,4950,3050
4800,4950,3050
4450,5000,3050
4500,5000,3050
4550,5000,3050
4600,5000,3050
4650,5000,3050
4700,5000,3050
4750,5000,3050
4800,5000,3050
4450,5050,3050
4500,5050,3050
4550,5050,3050
4600,5050,3050
4650,5050,3050
4700,5050,3050
4750,5050,3050
4800,5050,3050
4450,5100,3050
4500,5100,3050
4550,5100,3050
4600,5100,3050
4650,5100,3050
4700,5100,3050
4750,5100,3050
4800,5100,3050
4450,5150,3050
4500,5150,3050
4550,5150,3050
4600,5150,3050
4650,5150,3050
4700,5150,3050
4750,5150,3050
4800,5150,3050
4450,5200,3050
4500,5200,3050
4550,5200,3050
4600,5200,3050
4650,5200,3050
4700,5200,3050
4750,5200,3050
4800,5200,3050
4450,5250,3050
4500,5250,3050
4550,5250,3050
4600,5250,3050
4650,5250,3050
4700,5250,3050
4750,5250,3050
4800,5250,3050
4450,5300,3050
4500,5300,3050
4550,5300,3050
4600,5300,3050
4650,5300,3050
4700,5300,3050
4750,5300,3050
4800,5300,3050
4450,5350,3050
4500,5350,3050
4550,5350,3050
4600,5350,3050
4650,5350,3050
4700,5350,3050
4750,5350,3050
4400,5400,3050
4450,5400,3050
4500,5400,3050
4550,5400,3050
4600,5400,3050
4650,5400,3050
4700,5400,3050
4400,5450,3050
4450,5450,3050
4500,5450,3050
4550,5450,3050
4600,5450,3050
4650,5450,3050
4700,5450,3050
4400,5500,3050
4450,5500,3050
4500,5500,3050
4550,5500,3050
4600,5500,3050
4650,5500,3050
4700,5500,3050
4400,5550,3050
4450,5550,3050
4500,5550,3050
4550,5550,3050
4600,5550,3050
4650,5550,3050
4350,5600,3050
4400,5600,3050
4450,5600,3050
4500,5600,3050
4550,5600,3050
4600,5600,3050
4650,5600,3050
4350,5650,3050
4400,5650,3050
4450,5650,3050
4500,5650,3050
4550,5650,3050
4350,5700,3050
4400,5700,3050
4450,5700,3050
4500,5700,3050
4450,4950,3025
4500,4950,3025
4550,4950,3025
4600,4950,3025
4650,4950,3025
4700,4950,3025
4750,4950,3025
4450,5000,3025
4500,5000,3025
4550,5000,3025
4600,5000,3025
4650,5000,3025
4700,5000,3025
4750,5000,3025
4450,5050,3025
4500,5050,3025
4550,5050,3025
4600,5050,3025
4650,5050,3025
4700,5050,3025
4750,5050,3025
4450,5100,3025
4500,5100,3025
4550,5100,3025
4600,5100,3025
4650,5100,3025
4700,5100,3025
4750,5100,3025
4450,5150,3025
4500,5150,3025
4550,5150,3025
4600,5150,3025
4650,5150,3025
4700,5150,3025
4750,5150,3025
4450,5200,3025
4500,5200,3025
4550,5200,3025
4600,5200,3025
4650,5200,3025
4700,5200,3025
4750,5200,3025
4450,5250,3025
4500,5250,3025
4550,5250,3025
4600,5250,3025
4650,5250,3025
4700,5250,3025
4750,5250,3025
4450,5300,3025
4500,5300,3025
4550,5300,3025
4600,5300,3025
4650,5300,3025
4700,5300,3025
4750,5300,3025
4800,5300,3025
4450,5350,3025
4500,5350,3025
4550,5350,3025
4600,5350,3025
4650,5350,3025
4700,5350,3025
4750,5350,3025
4800,5350,3025
4450,5400,3025
4500,5400,3025
4550,5400,3025
4600,5400,3025
4650,5400,3025
4700,5400,3025
4750,5400,3025
4800,5400,3025
4450,5450,3025
4500,5450,3025
4550,5450,3025
4600,5450,3025
4650,5450,3025
4700,5450,3025
4750,5450,3025
4800,5450,3025
4450,5500,3025
4500,5500,3025
4550,5500,3025
4600,5500,3025
4650,5500,3025
4700,5500,3025
4750,5500,3025
4450,5550,3025
4500,5550,3025
4550,5550,3025
4600,5550,3025
4650,5550,3025
4700,5550,3025
4400,5600,3025
4450,5600,3025
4500,5600,3025
4550,5600,3025
4600,5600,3025
4650,5600,3025
4700,5600,3025
4400,5650,3025
4450,5650,3025
4500,5650,3025
4550,5650,3025
4600,5650,3025
4650,5650,3025
4450,5700,3025
4500,5700,3025
4550,5700,3025
4750,4950,3000
4500,5000,3000
4550,5000,3000
4600,5000,3000
4650,5000,3000
4700,5000,3000
4750,5000,3000
4500,5050,3000
4550,5050,3000
4600,5050,3000
4650,5050,3000
4700,5050,3000
4750,5050,3000
4500,5100,3000
4550,5100,3000
4600,5100,3000
4650,5100,3000
4700,5100,3000
4750,5100,3000
4500,5150,3000
4550,5150,3000
4600,5150,3000
4650,5150,3000
4700,5150,3000
4750,5150,3000
4500,5200,3000
4550,5200,3000
4600,5200,3000
4650,5200,3000
4700,5200,3000
4750,5200,3000
4500,5250,3000
4550,5250,3000
4600,5250,3000
4650,5250,3000
4700,5250,3000
4750,5250,3000
4500,5300,3000
4550,5300,3000
4600,5300,3000
4650,5300,3000
4700,5300,3000
4750,5300,3000
4500,5350,3000
4550,5350,3000
4600,5350,3000
4650,5350,3000
4700,5350,3000
4750,5350,3000
4500,5400,3000
4550,5400,3000
4600,5400,3000
4650,5400,3000
4700,5400,3000
4750,5400,3000
4450,5450,3000
4500,5450,3000
4550,5450,3000
4600,5450,3000
4650,5450,3000
4700,5450,3000
4750,5450,3000
4800,5450,3000
4450,5500,3000
4500,5500,3000
4550,5500,3000
4600,5500,3000
4650,5500,3000
4700,5500,3000
4750,5500,3000
4450,5550,3000
4500,5550,3000
4550,5550,3000
4600,5550,3000
4650,5550,3000
4700,5550,3000
4750,5550,3000
4450,5600,3000
4500,5600,3000
4550,5600,3000
4600,5600,3000
4650,5600,3000
4700,5600,3000
4400,5650,3000
4450,5650,3000
4500,5650,3000
4550,5650,3000
4600,5650,3000
4650,5650,3000
4700,5650,3000
4750,5650,3000
4500,5700,3000
4550,5700,3000
4600,5700,3000
4650,5700,3000
4700,5700,3000
4750,5700,3000
4500,5000,2975
4550,5000,2975
4600,5000,2975
4650,5000,2975
4700,5000,2975
4500,5050,2975
4550,5050,2975
4600,5050,2975
4650,5050,2975
4700,5050,2975
4500,5100,2975
4550,5100,2975
4600,5100,2975
4650,5100,2975
4700,5100,2975
4500,5150,2975
4550,5150,2975
4600,5150,2975
4650,5150,2975
4700,5150,2975
4500,5200,2975
4550,5200,2975
4600,5200,2975
4650,5200,2975
4700,5200,2975
4500,5250,2975
4550,5250,2975
4600,5250,2975
4650,5250,2975
4700,5250,2975
4500,5300,2975
4550,5300,2975
4600,5300,2975
4650,5300,2975
4700,5300,2975
4500,5350,2975
4550,5350,2975
4600,5350,2975
4650,5350,2975
4700,5350,2975
4750,5350,2975
4500,5400,2975
4550,5400,2975
4600,5400,2975
4650,5400,2975
4700,5400,2975
4750,5400,2975
4500,5450,2975
4550,5450,2975
4600,5450,2975
4650,5450,2975
4700,5450,2975
4750,5450,2975
4500,5500,2975
4550,5500,2975
4600,5500,2975
4650,5500,2975
4700,5500,2975
4750,5500,2975
4800,5500,2975
4500,5550,2975
4550,5550,2975
4600,5550,2975
4650,5550,2975
4700,5550,2975
4750,5550,2975
4800,5550,2975
4500,5600,2975
4550,5600,2975
4600,5600,2975
4650,5600,2975
4700,5600,2975
4750,5600,2975
4800,5600,2975
4500,5650,2975
4550,5650,2975
4600,5650,2975
4650,5650,2975
4700,5650,2975
4750,5650,2975
4800,5650,2975
4600,5700,2975
4650,5700,2975
4700,5700,2975
4750,5700,2975
4800,5700,2975
4550,5050,2950
4600,5050,2950
4650,5050,2950
4700,5050,2950
4550,5100,2950
4600,5100,2950
4650,5100,2950
4700,5100,2950
4550,5150,2950
4600,5150,2950
4650,5150,2950
4700,5150,2950
4550,5200,2950
4600,5200,2950
4650,5200,2950
4700,5200,2950
4550,5250,2950
4600,5250,2950
4650,5250,2950
4700,5250,2950
4550,5300,2950
4600,5300,2950
4650,5300,2950
4700,5300,2950
4550,5350,2950
4600,5350,2950
4650,5350,2950
4700,5350,2950
4550,5400,2950
4600,5400,2950
4650,5400,2950
4700,5400,2950
4550,5450,2950
4600,5450,2950
4650,5450,2950
4700,5450,2950
4500,5500,2950
4550,5500,2950
4600,5500,2950
4650,5500,2950
4700,5500,2950
4750,5500,2950
4500,5550,2950
4550,5550,2950
4600,5550,2950
4650,5550,2950
4700,5550,2950
4750,5550,2950
4800,5550,2950
4500,5600,2950
4550,5600,2950
4600,5600,2950
4650,5600,2950
4700,5600,2950
4750,5600,2950
4800,5600,2950
4550,5650,2950
4600,5650,2950
4650,5650,2950
4700,5650,2950
4750,5650,2950
4800,5650,2950
4550,5050,2925
4600,5050,2925
4650,5050,2925
4550,5100,2925
4600,5100,2925
4650,5100,2925
4550,5150,2925
4600,5150,2925
4650,5150,2925
4550,5200,2925
4600,5200,2925
4650,5200,2925
4550,5250,2925
4600,5250,2925
4650,5250,2925
4550,5300,2925
4600,5300,2925
4650,5300,2925
4550,5350,2925
4600,5350,2925
4650,5350,2925
4550,5400,2925
4600,5400,2925
4650,5400,2925
4700,5400,2925
4550,5450,2925
4600,5450,2925
4650,5450,2925
4700,5450,2925
4550,5500,2925
4600,5500,2925
4650,5500,2925
4700,5500,2925
4550,5550,2925
4600,5550,2925
4650,5550,2925
4700,5550,2925
4750,5550,2925
4550,5600,2925
4600,5600,2925
4650,5600,2925
4700,5600,2925
4750,5600,2925
4650,5650,2925
4700,5650,2925
4750,5650,2925
4600,5100,2900
4650,5100,2900
4600,5150,2900
4650,5150,2900
4600,5200,2900
4650,5200,2900
4600,5250,2900
4650,5250,2900
4600,5300,2900
4650,5300,2900
4600,5350,2900
4650,5350,2900
4600,5400,2900
4650,5400,2900
4600,5450,2900
4650,5450,2900
4600,5500,2900
4650,5500,2900
4550,5550,2900
4600,5550,2900
4650,5550,2900
4700,5550,2900
4600,5600,2900
4650,5600,2900
4700,5600,2900
4750,5600,2900
4600,5100,2900
4600,5150,2900
4600,5200,2900
4600,5250,2900
4600,5300,2900
4600,5350,2900
4600,5400,2900
4600,5450,2900
4650,5450,2900
4600,5500,2900
4650,5500,2900
4600,5550,2900
4650,5550,2900
4700,5600,2900
